4.22E-04,3.32E-08
8.90E-03,-4.57E-08
1.80E-02,2.01E-08
2.79E-02,-5.55E-08
3.70E-02,6.86E-08
4.65E-02,1.22E-07
5.63E-02,2.02E-08
6.58E-02,2.00E-07
7.40E-02,1.50E-07
8.42E-02,2.72E-07
9.36E-02,1.82E-07
1.03E-01,1.79E-07
1.13E-01,2.78E-07
1.22E-01,2.44E-07
1.30E-01,3.58E-07
1.40E-01,3.87E-07
1.50E-01,2.77E-07
1.56E-01,4.15E-07
1.68E-01,3.07E-07
1.77E-01,4.41E-07
1.86E-01,5.27E-07
1.94E-01,5.84E-07
2.02E-01,5.52E-07
2.12E-01,5.56E-07
2.23E-01,6.26E-07
2.32E-01,6.04E-07
2.41E-01,4.85E-07
2.50E-01,6.14E-07
2.60E-01,7.41E-07
2.69E-01,6.57E-07
2.78E-01,6.84E-07
2.88E-01,6.14E-07
2.96E-01,7.40E-07
3.06E-01,6.04E-07
3.16E-01,7.97E-07
3.26E-01,6.53E-07
3.35E-01,7.42E-07
3.43E-01,7.59E-07
3.54E-01,7.52E-07
3.62E-01,8.87E-07
3.72E-01,7.84E-07
3.81E-01,9.50E-07
3.90E-01,8.15E-07
4.00E-01,9.25E-07
4.11E-01,1.08E-06
4.18E-01,8.87E-07
4.28E-01,1.12E-06
4.37E-01,1.02E-06
4.46E-01,9.61E-07
4.55E-01,1.17E-06
4.65E-01,9.53E-07
4.74E-01,1.17E-06
4.84E-01,1.05E-06
4.94E-01,1.08E-06
5.03E-01,1.30E-06
5.11E-01,1.05E-06
5.19E-01,1.34E-06
5.31E-01,1.06E-06
5.38E-01,1.37E-06
5.48E-01,1.24E-06
5.57E-01,1.24E-06
5.66E-01,1.46E-06
5.77E-01,1.25E-06
5.84E-01,1.41E-06
5.95E-01,1.32E-06
6.05E-01,1.38E-06
6.12E-01,1.54E-06
6.22E-01,1.33E-06
6.31E-01,1.55E-06
6.40E-01,1.51E-06
6.51E-01,1.45E-06
6.60E-01,1.62E-06
6.69E-01,1.47E-06
6.79E-01,1.68E-06
6.88E-01,1.64E-06
6.97E-01,1.55E-06
7.06E-01,1.85E-06
7.15E-01,1.67E-06
7.25E-01,1.78E-06
7.34E-01,1.69E-06
7.44E-01,1.63E-06
7.53E-01,1.82E-06
7.62E-01,1.63E-06
7.72E-01,1.97E-06
7.81E-01,1.84E-06
7.91E-01,1.79E-06
7.99E-01,2.01E-06
8.09E-01,1.82E-06
8.19E-01,1.98E-06
8.28E-01,1.97E-06
8.38E-01,1.84E-06
8.47E-01,2.05E-06
8.56E-01,1.91E-06
8.63E-01,2.12E-06
8.75E-01,1.93E-06
8.80E-01,2.06E-06
8.91E-01,1.99E-06
9.01E-01,2.04E-06
9.09E-01,2.26E-06
9.19E-01,2.20E-06
9.28E-01,2.30E-06
9.38E-01,2.21E-06
9.47E-01,2.32E-06
9.56E-01,2.47E-06
9.65E-01,2.74E-06
9.74E-01,3.27E-06
9.84E-01,4.50E-06
9.92E-01,6.03E-06
9.99E-01,9.41E-06
1.01E+00,1.42E-05
1.01E+00,2.07E-05
1.02E+00,3.12E-05
1.02E+00,4.80E-05
1.03E+00,6.65E-05
1.03E+00,9.05E-05
1.04E+00,1.20E-04
1.04E+00,1.55E-04
1.04E+00,1.92E-04
1.05E+00,3.62E-04
1.06E+00,7.93E-04
1.06E+00,1.21E-03
1.07E+00,1.68E-03
1.09E+00,6.22E-03
1.10E+00,1.02E-02
1.11E+00,1.39E-02
1.12E+00,1.77E-02
1.13E+00,2.16E-02
1.14E+00,2.54E-02
1.15E+00,2.96E-02
1.16E+00,3.38E-02
1.17E+00,3.82E-02
1.18E+00,4.26E-02
1.18E+00,4.71E-02
1.20E+00,5.19E-02
1.20E+00,5.67E-02
1.21E+00,6.17E-02
1.22E+00,6.68E-02
1.23E+00,7.20E-02
1.24E+00,7.76E-02
1.24E+00,8.31E-02
1.25E+00,8.89E-02
1.26E+00,9.47E-02
1.27E+00,1.01E-01
1.28E+00,1.07E-01
1.29E+00,1.13E-01
1.30E+00,1.20E-01
1.31E+00,1.35E-01
1.32E+00,1.41E-01
1.33E+00,1.48E-01
1.34E+00,1.54E-01
1.34E+00,1.61E-01
1.35E+00,1.68E-01
1.36E+00,1.76E-01
1.37E+00,1.83E-01
